,Country,City,AccentCity,Region,Population,Latitude,Longitude
2994534,us,greensboro,Greensboro,NC,231769.0,36.0725,-79.79222220000003
2996167,us,raleigh,Raleigh,NC,338759.0,35.77194439999999,-78.63888890000001
2998344,us,akron,Akron,OH,208414.0,41.08138889999999,-81.5191667
2999099,us,cincinnati,Cincinnati,OH,306382.0,39.1619444,-84.4569444
2999130,us,cleveland,Cleveland,OH,449514.0,41.4994444,-81.69555559999998
2999186,us,columbus,Columbus,OH,736836.0,39.9611111,-82.99888890000003
3002579,us,toledo,Toledo,OH,306974.0,41.6638889,-83.5552778
3004353,us,oklahoma city,Oklahoma City,OK,532950.0,35.4675,-97.5161111
3004806,us,tulsa,Tulsa,OK,382005.0,36.1538889,-95.9925
3005912,us,portland,Portland,OR,540513.0,45.5236111,-122.675
3012213,us,philadelphia,Philadelphia,PA,1453268.0,39.9522222,-75.1641667
3012290,us,pittsburgh,Pittsburgh,PA,319494.0,40.4405556,-79.9961111
3015805,us,san juan,San Juan,PR,418140.0,18.4683333,-66.1061111
3023543,us,memphis,Memphis,TN,641608.0,35.14944439999999,-90.04888890000002
3023757,us,nashville,Nashville,TN,530852.0,36.1658333,-86.7844444
3025726,us,arlington,Arlington,TX,367535.0,32.735555600000005,-97.1077778
3025768,us,austin,Austin,TX,678368.0,30.2669444,-97.7427778
3026640,us,corpus christi,Corpus Christi,TX,280382.0,27.8002778,-97.39611109999998
3026766,us,dallas,Dallas,TX,1211704.0,32.783333299999995,-96.8
3027061,us,el paso,El Paso,TX,597181.0,31.758611100000003,-106.4863889
3027325,us,fort worth,Fort Worth,TX,618119.0,32.7252778,-97.3205556
3027423,us,garland,Garland,TX,217219.0,32.9125,-96.6386111
3027895,us,houston,Houston,TX,2027712.0,29.763055600000005,-95.3630556
3028329,us,laredo,Laredo,TX,210769.0,27.5061111,-99.5072222
3028553,us,lubbock,Lubbock,TX,211387.0,33.5777778,-101.8547222
3029558,us,plano,Plano,TX,253372.0,33.019722200000004,-96.6986111
3030034,us,san antonio,San Antonio,TX,1256810.0,29.4238889,-98.4933333
3035374,us,chesapeake,Chesapeake,VA,219124.0,36.8188889,-76.2752778
3038477,us,norfolk,Norfolk,VA,246216.0,36.8466667,-76.2855556
3040401,us,virginia beach,Virginia Beach,VA,449386.0,36.8527778,-75.9783333
3042800,us,seattle,Seattle,WA,569369.0,47.6063889,-122.33083329999998
3048077,us,madison,Madison,WI,224625.0,43.0730556,-89.4011111
3048190,us,milwaukee,Milwaukee,WI,579180.0,43.0388889,-87.90638890000002
3050270,uy,montevideo,Montevideo,10,1305865.0,-34.85805560000001,-56.1708333
3051063,uz,andijon,Andijon,01,318439.0,40.65416670000001,72.3575
3054407,uz,namangan,Namangan,06,432479.0,40.9952778,71.6725
3054550,uz,nukus,Nukus,09,230020.0,42.453055600000006,59.61027779999999
3054970,uz,samarkand,Samarkand,10,319404.0,39.65416670000001,66.9597222
3055608,uz,tashkent,Tashkent,13,1978078.0,41.3166667,69.25
3057473,ve,barcelona,Barcelona,02,424819.0,10.133333300000002,-64.7
3057482,ve,barinas,Barinas,05,284305.0,8.629166699999999,-70.2072222
3057502,ve,barquisimeto,Barquisimeto,13,809564.0,10.073888900000002,-69.3227778
3057618,ve,baruta,Baruta,15,244216.0,10.4333333,-66.8833333
3058215,ve,cabimas,Cabimas,23,200859.0,10.4019444,-71.4461111
3058947,ve,caracas,Caracas,25,1815681.0,10.5,-66.91666670000001
3059890,ve,ciudad bolivar,Ciudad Bolívar,06,291170.0,8.122222200000001,-63.54972220000001
3059894,ve,ciudad guayana,Ciudad Guayana,06,746606.0,8.3533333,-62.6527778
3060470,ve,cumana,Cumaná,19,257821.0,10.4666667,-64.16666670000001
3071183,ve,maracaibo,Maracaibo,23,1948269.0,10.631666699999998,-71.6405556
3071194,ve,maracay,Maracay,04,395412.0,10.2469444,-67.5958333
3071534,ve,maturin,Maturín,16,410967.0,9.75,-63.1766667
3073266,ve,petare,Petare,15,365959.0,10.483333300000002,-66.8166667
3074939,ve,san cristobal,San Cristóbal,20,246620.0,7.766944400000002,-72.225
3075773,ve,santa teresa,Santa Teresa,15,279424.0,10.2313889,-66.6636111
3076651,ve,turmero,Turmero,04,344746.0,10.233333300000002,-67.4833333
3076852,ve,valencia,Valencia,07,1385202.0,10.1805556,-68.0038889
3083795,vn,bien hoa,Biên Hòa,43,407224.0,10.95,106.816667
3085642,vn,can tho,Can Tho,48,259608.0,10.033333,105.783333
3087492,vn,da nang,Da Nang,78,472255.0,16.067778,108.220833
3089944,vn,hai phong,Hai Phong,13,602718.0,20.856111,106.682222
3090100,vn,hanoi,Hanoi,44,1431377.0,21.033333,105.85
3090101,vn,ha noi,Ha Noi,44,1431377.0,21.033333,105.85
3090599,vn,ho chi minh city,Ho Chi Minh City,20,3467426.0,10.75,106.666667
3090805,vn,hue,Hue,66,287228.0,16.466667,107.6
3098352,vn,nha trang,Nha Trang,54,283452.0,12.25,109.183333
3101851,vn,qui nhon,Qui Nhon,46,210346.0,13.766667000000002,109.233333
3101935,vn,rach gia,Rach Gia,21,228365.0,10.016667,105.083333
3107478,vn,vung tau,Vung Tau,45,209699.0,10.35,107.066667
3112242,ye,aden,Aden,02,550744.0,12.7794444,45.03666670000001
3119516,ye,ibb,Ibb,13,234992.0,13.9666667,44.1833333
3123945,za,alberton,Alberton,06,202503.0,-26.265207,28.140595
3124372,za,benoni,Benoni,06,605363.0,-26.190851,28.311338
3124543,za,bloemfontein,Bloemfontein,03,463084.0,-29.121065,26.214003
3124633,za,boksburg,Boksburg,06,445182.0,-26.214953,28.254732
3124760,za,botshabelo,Botshabelo,03,309810.0,-29.123036,26.773654
3124809,za,brakpan,Brakpan,06,305702.0,-26.236561,28.369378
3125062,za,cape town,Cape Town,11,3433504.0,-33.925839,18.423218
3125889,za,durban,Durban,02,3120340.0,-29.857896000000004,31.029198
3125941,za,east london,East London,05,421562.0,-33.011051,27.910049
3127897,za,johannesburg,Johannesburg,06,2026466.0,-26.205171,28.049815
3128662,za,krugersdorp,Krugersdorp,06,378833.0,-26.092835,27.790701
3132097,za,newcastle,Newcastle,02,404849.0,-27.757956,29.931803
3133171,za,pietermaritzburg,Pietermaritzburg,02,750864.0,-29.616785,30.39278
3133259,za,port elizabeth,Port Elizabeth,05,967722.0,-33.917988,25.570066
3133291,za,pretoria,Pretoria,06,1619485.0,-25.706944,28.229444
3133604,za,richards bay,Richards Bay,02,253156.0,-28.775417,32.054005
3134609,za,soweto,Soweto,06,1695094.0,-26.267812,27.858492
3135021,za,tembisa,Tembisa,06,511671.0,-25.996363,28.226802000000006
3135507,za,uitenhage,Uitenhage,05,228924.0,-33.75757,25.397099
3135715,za,vanderbijlpark,Vanderbijlpark,06,246821.0,-26.711711,27.837949
3135797,za,vereeniging,Vereeniging,06,474680.0,-26.673133,27.926147
3135823,za,verwoerdburg,Verwoerdburg,06,233394.0,-25.840795,28.176102
3136087,za,welkom,Welkom,03,432070.0,-27.986442,26.706612
3136276,za,witbank,Witbank,07,262514.0,-25.871331,29.233234000000003
3141422,zm,kitwe,Kitwe,02,400955.0,-12.8166667,28.2
3142352,zm,lusaka,Lusaka,09,1267458.0,-15.4166667,28.2833333
3146263,zm,ndola,Ndola,2,394559.0,-12.9666667,28.6333333
3172723,zw,bulawayo,Bulawayo,6,897249.0,-20.15,28.5833333
3172800,zw,chitungwiza,Chitungwiza,4,456206.0,-17.993888899999995,31.048055600000005
3173009,zw,gweru,Gweru,6,201879.0,-19.45,29.816666700000006
3173019,zw,harare,Harare,4,2213701.0,-17.8177778,31.0447222
3173478,zw,mutare,Mutare,4,253449.0,-18.9666667,32.6666667
